Move Name,Gen,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
sheer_cold,3,A chilling attack that causes fainting if it hits.,The foe is attacked with ultimate cold that causes fainting if it hits.,The foe is attacked with a blast of absolute-zero cold. The foe instantly faints if it hits.,The target is attacked with a blast of absolute-zero cold. The target instantly faints if it hits.,The target is attacked with a blast of absolute-zero cold. The target faints instantly if this attack hits.,The target faints instantly. It's less likely to hit the target if it's used by Pokemon other than Ice types.,,,,,,,,,,,,,,,,,,
muddy_water,3,Attacks with muddy water. May lower accuracy.,The user attacks with muddy water. It may also lower the foe's accuracy.,The user attacks by shooting out muddy water. It may also lower the foe's accuracy.,The user attacks by shooting muddy water at the opposing team. It may also lower the targets' accuracy.,The user attacks by shooting muddy water at the opposing Pokemon. This may also lower their accuracy.,The user attacks by shooting muddy water at opposing Pokemon. This may also lower their accuracy.,,,,,,,,,,,,,,,,,,
bullet_seed,3,Shoots 2 to 5 seeds in a row to strike the foe.,The user shoots seeds at the foe. Two to five seeds are shot at once.,Shoots 2 to 5 seeds in a row to strike the target.,The user forcefully shoots seeds at the foe. Two to five seeds are shot in rapid succession.,The user forcefully shoots seeds at the foe. Two to five sets of seeds are shot in rapid succession.,The user forcefully shoots seeds at the target. Two to five seeds are shot in rapid succession.,The user forcefully shoots seeds at the target two to five times in a row.,,,,,,,,,,,,,,,,,
aerial_ace,3,An extremely speedy and unavoidable attack.,An extremely fast attack against one target. It can't be evaded.,"The user confounds the foe with speed, then slashes. The attack lands without fail.","The user confounds the target with speed, then slashes. The attack lands without fail.","The user confounds the target with speed, then slashes. This attack never misses.",,,,,,,,,,,,,,,,,,,
icicle_spear,3,Attacks the foe by firing 2 to 5 icicles in a row.,Sharp icicles are fired at the foe. It strikes two to five times.,Attacks target by firing 2 to 5 icicles in a row.,The user launches sharp icicles at the foe. It strikes two to five times in a row.,The user launches sharp icicles at the target. It strikes two to five times in a row.,The user launches sharp icicles at the target two to five times in a row.,,,,,,,,,,,,,,,,,,
iron_defense,3,Hardens the body's surface to sharply raise Defense.,The user hardens its body's surface to sharply raise its Defense stat.,"The user hardens its body's surface like iron, sharply raising its Defense stat.",,,,,,,,,,,,,,,,,,,,,
block,3,Blocks the foe's way to prevent escape.,Blocks the target's way to prevent escape.,The user blocks the foe's way with arms spread wide to prevent escape.,The user blocks the target's way with arms spread wide to prevent escape.,,,,,,,,,,,,,,,,,,,,
howl,3,Howls to raise the spirit and boosts Attack.,The user howls to raise its spirit and boost its Attack stat.,"The user howls loudly to raise its spirit, boosting its Attack stat.","The user howls loudly to raise its spirit, which raises its Attack stat.",The user howls loudly to raise the spirit of itself and allies. This raises their Attack stats.,,,,,,,,,,,,,,,,,,,
dragon_claw,3,Slashes the foe with sharp claws.,"Sharp, huge claws hook and slash the foe quickly and with great power.",Scratches the target with sharp claws.,"The user slashes the foe with huge, sharp claws.","The user slashes the target with huge, sharp claws.",The user slashes the target with huge sharp claws.,,,,,,,,,,,,,,,,,,
frenzy_plant,3,"Powerful, but leaves the user immobile the next turn.",The foe is hit with an enormous branch. The user can't move on the next turn.,The foe is slammed with an enormous tree. The user can't move on the next turn.,The user slams the target with an enormous tree. The user can't move on the next turn.,The user slams the target with the roots of an enormous tree. The user can't move on the next turn.,,,,,,,,,,,,,,,,,,,
bulk_up,3,Bulks up the body to boost both Attack and Defense.,The user bulks up its body to boost both its Attack and Defense stats.,Raises Attack and Defense 1 level.,"The user tenses its muscles to bulk up its body, boosting both its Attack and Defense stats.","The user tenses its muscles to bulk up its body, raising both its Attack and Defense stats.",,,,,,,,,,,,,,,,,,,
bounce,3,"Bounces up, then down the next turn. May paralyze.",The user bounces on the foe on the 2nd turn. It may paralyze the foe.,"The user bounces up high, then drops on the foe on the second turn. It may also paralyze the foe.","The user bounces up high, then drops on the target on the second turn. It may also leave the target with paralysis.","The user bounces up high, then drops on the target on the second turn. This may also leave the target with paralysis.",,,,,,,,,,,,,,,,,,,
mud_shot,3,Hurls mud at the foe and reduces Speed.,The user attacks by hurling mud. It also reduces the foe's Speed.,Hurls mud at the target and reduces Speed.,The user attacks by hurling a blob of mud at the foe. It also reduces the target's Speed.,The user attacks by hurling a blob of mud at the target. It also reduces the target's Speed.,The user attacks by hurling a blob of mud at the target. This also lowers the target's Speed stat.,,,,,,,,,,,,,,,,,,
poison_tail,3,Has a high critical-hit ratio. May also poison.,An attack with a high critical-hit ratio. It may also poison the foe.,An attack with a high critical-hit ratio. This tail attack may also poison the foe.,The user hits the target with its tail. It may also poison the target. Critical hits land more easily.,The user hits the target with its tail. This may also poison the target. Critical hits land more easily.,,,,,,,,,,,,,,,,,,,
covet,3,Cutely begs to obtain an item held by the foe.,A cutely executed attack that also steals the foe's hold item.,Cutely begs to obtain an item held by the target.,"The user endearingly approaches the foe, then steals the item the foe is holding.","The user endearingly approaches the target, then steals the target's held item.",,,,,,,,,,,,,,,,,,,
volt_tackle,3,A life-risking tackle that slightly hurts the user.,The user throws an electrified tackle. It hurts the user a little.,A life-risking tackle that also hurts the user.,"The user electrifies itself, then charges at the foe. It causes considerable damage to the user as well.","The user electrifies itself, then charges. It causes considerable damage to the user and may leave the target with paralysis.","The user electrifies itself, then charges. This also damages the user quite a lot. This may leave the target with paralysis.","The user electrifies itself, then charges. It also damages the user quite a lot. This may leave the target with paralysis.",The user electrifies itself and charges the target. This also damages the user quite a lot. This attack may leave the target with paralysis.,,,,,,,,,,,,,,,,
magical_leaf,3,Attacks with a strange leaf that cannot be evaded.,The foe is attacked with a strange leaf that cannot be evaded.,The user scatters curious leaves that chase the foe. This attack will not miss.,The user scatters curious leaves that chase the target. This attack will not miss.,The user scatters curious leaves that chase the target. This attack never misses.,,,,,,,,,,,,,,,,,,,
water_sport,3,The user becomes soaked to raise resistance to fire.,Weakens Fire-type attacks while the user is in the battle.,The user soaks itself with water. The move weakens Fire-type moves while the user is in the battle.,The user soaks itself with water. This weakens Fire-type moves for five turns.,The user soaks the battlefield with water. This weakens Fire-type moves for five turns.,"This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.",,,,,,,,,,,,,,,,,,
